Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin	q_compound_joint_cap	q_compound_joint_nocap	q_np_det_joint_cap	q_np_det_joint_nocap	q_np_det_sep_cap	q_np_det_sep_nocap	q_np_det_sep_capcap	q_np_apprart_joint_cap	q_np_apprart_joint_nocap	q_np_apprart_sep_cap	q_np_apprart_sep_nocap	q_np_apprart_sep_capcap	q_np_nodet_joint_cap	q_np_nodet_joint_nocap	q_np_nodet_sep_cap	q_np_nodet_sep_nocap	q_np_nodet_sep_capcap	q_infzu_joint_cap	q_infzu_joint_nocap	q_infzu_sep_cap	q_infzu_sep_nocap	q_prog_joint_cap	q_prog_joint_nocap	q_prog_sep_cap	q_prog_sep_nocap	q_prog_sep_capcap	q_particip_joint_cap	q_particip_joint_nocap	q_particip_sep_cap	q_particip_sep_nocap	q_particip_sep_capcap	q_finite_joint_cap	q_finite_joint_nocap	q_finite_sep_cap	q_finite_sep_nocap
288	Politik	machen	0			13	Politiken	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	47	1	10	0	606	18	0	21	0	16	0	0	36	1	2325	49	2	0	0	1131	19	1	0	2	0	0	0	2	1186	17	0	9	1	673	14
305	Wein	machen	0			12	Weine	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	95	1	35	0	27	1	0	34	0	6	0	0	15	0	151	7	0	0	0	48	0	2	0	0	0	0	0	0	106	5	0	2	0	99	3
316	Heu	machen	0			12	Heu	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	100	2	12	0	13	0	0	61	2	23	2	1	23	0	158	11	0	0	0	28	0	2	0	2	0	0	0	0	88	5	0	1	0	33	2
322	Angst	machen	0			12	Ängsten	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	80	9	21	1	2004	152	0	12	0	18	0	0	63	10	3841	419	2	0	1	788	63	1	0	0	0	0	0	1	1303	222	0	617	33	2688	327
338	Kopf	machen	0			11	Köpfe	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	107	15	32	0	1674	82	1	16	2	86	8	0	68	18	222	255	2	0	0	22	30	0	0	13	3	0	0	7	93	60	0	2	0	189	57
344	Fehler	machen	0			11	Fehler	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	93	4	31	0	6207	348	0	27	1	16	2	0	27	3	5985	373	1	0	0	1560	67	1	0	2	0	0	13	4	6019	461	2	1	0	2516	221
389	Platz	machen	0			9	Plätze	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	63	27	10	1	338	23	1	16	2	28	1	0	31	20	3048	336	1	0	1	2332	84	0	0	10	0	0	2	8	1557	102	0	1	1	1010	76
446	Urlaub	machen	0			7	Urlaubs	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	100	6	12	1	789	21	1	65	0	434	24	0	19	3	12441	474	1	0	0	2414	60	0	0	2	0	0	1	0	1713	65	0	0	0	2839	82
459	Profit	machen	0			7	Profite	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	48	1	20	0	252	13	0	23	2	5	0	0	9	0	773	49	0	0	0	444	28	0	0	0	0	0	0	0	155	7	0	13	1	92	8
530	Käse	machen	0			6	Käse	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	51	1	12	0	18	1	0	24	0	9	0	0	19	0	106	5	0	0	0	21	0	1	0	1	0	0	0	0	54	3	0	0	0	46	3
547	Foto	machen	0			6	Fotos	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	53	11	14	2	2678	279	0	22	2	77	12	0	14	5	518	86	1	0	0	48	7	2	0	4	0	0	7	1	178	29	0	0	0	53	7
585	Tempo	machen	0			5	Tempi	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	39	0	8	0	133	7	0	18	0	5	0	0	11	0	534	24	0	0	0	123	6	2	0	0	0	0	0	1	183	5	0	1	0	124	7
621	Lust	machen	0			5	Lüste	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	6	0	2	0	132	1	0	2	0	4	0	0	1	1	662	11	1	0	0	61	1	0	0	0	0	0	0	0	239	12	0	1	0	314	7
629	Kreuzchen	machen	0			5	Kreuzchen	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	32	0	7	0	158	10	0	9	0	11	1	0	9	1	444	17	0	0	0	64	1	1	0	0	0	0	0	0	108	2	0	0	0	78	3
655	Frühstück	machen	0			5	Frühstücken	gemacht	X	macht|machte|machet|mache|machst|machten|machen|machts	38	2	8	1	359	2	0	27	1	59	5	0	16	0	411	55	0	0	0	125	13	1	1	1	0	0	0	0	224	33	0	0	0	104	9
28	Rasen	mähen	0			200	Rasen	gemäht	X	mähe|mäht|mähten|mähte|mähen	1758	141	351	8	422	4	1	481	20	89	6	0	1038	139	1070	83	6	0	0	70	14	10	1	1	0	0	3	8	192	19	1	5	7	98	10
395	Kiefer	mahlen	0			9	Kiefern	gemahlen	X	mahlten|mahlen|mahlte|mahle|mahlt	11	0	2	0	2	0	0	0	0	0	0	0	10	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
468	Korn	mahlen	0			7	Körnern	gemahlen	X	mahlten|mahlen|mahlte|mahle|mahlt	30	0	3	0	10	0	0	22	0	6	0	0	17	0	107	0	0	0	0	27	0	0	0	0	0	0	0	0	95	0	0	0	0	7	0
650	Getreide	mahlen	0			5	Getreide	gemahlen	X	mahlten|mahlen|mahlte|mahle|mahlt	35	0	8	0	9	1	0	22	0	6	0	1	13	0	129	1	0	0	0	30	0	0	0	0	0	0	0	0	98	1	0	0	0	10	0
393	Kuh	melken	0			9	Kühe	gemolken	X	molk|melkt|melken	68	0	6	0	108	5	1	17	0	4	1	0	61	1	53	0	0	0	0	7	1	0	0	0	0	0	0	0	10	0	0	0	0	2	0
216	Gift	mischen	0			18	Gifte	gemischt	X	mischt|mischte|mische|mischen|mischst|mischten	56	5	4	0	3	0	0	6	0	0	0	0	66	4	11	0	0	0	0	5	0	0	0	0	0	0	0	1	4	0	0	0	0	2	0
380	Ballon	modellieren	0			10	Ballons	modelliert	X	modellierten|modellierte|modellieren|modelliert	123	2	20	0	1	0	0	24	1	3	0	0	100	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
379	Bett	nässen	0			10	Betten	genäßt	X	nässt|nässen|näßt	1083	43	243	7	1	0	0	56	0	3	0	0	885	28	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	6	0	0
4	Teil	nehmen	0			848	Teile	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	2316	169790	483	276	65	3	0	107	44	26	1	0	1667	131639	154	513	1	162	68315	166	1585	6	2	0	0	0	1183	65044	87	444	0	3580	43088	197	502
21	Abschied	nehmen	0			259	Abschiede	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	1927	26	561	9	265	2	1	440	4	195	8	0	944	21	12941	333	7	1	0	3064	71	4	0	2	0	0	1	0	1166	27	0	18	0	851	10
109	Maß	nehmen	0			41	Maße	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	354	41	66	4	24	0	0	112	0	19	0	1	101	40	528	22	2	1	2	120	3	0	0	0	0	0	7	19	283	19	0	421832	2196	163	9
170	Platz	nehmen	0			23	Plätze	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	192	230	49	2	207	9	0	69	2	119	1	0	71	100	4397	215	1	1	5	2095	93	1	0	2	0	0	8	114	3867	151	0	3	30	2535	149
381	Anteil	nehmen	0			10	Anteilen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	85	28	13	2	112	1	0	15	0	1	0	0	62	35	1151	29	0	0	1	256	4	1	0	1	0	0	0	1	226	6	0	39	9	490	17
405	Abstand	nehmen	0			9	Abständen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	79	5	44	0	146	2	0	6	0	2	0	0	29	4	4458	427	3	0	1	2528	90	0	0	0	0	0	0	2	2951	134	0	6	0	827	67
495	Zeit	nehmen	0			6	Zeiten	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	71	16	18	2	7737	226	1	11	0	163	4	0	51	20	10149	665	3	0	0	1389	39	0	0	0	0	0	12	18	3194	352	0	57	15	2627	222
499	Wasser	nehmen	0			6	Wassern	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	51	0	9	0	468	7	0	24	0	82	9	0	15	1	330	44	0	0	0	64	4	0	0	1	0	0	0	0	174	16	0	1	0	208	21
505	Stellung	nehmen	0			6	Stellungen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	36	8	10	0	558	11	0	0	0	0	0	0	20	15	7461	289	0	2	2	4874	50	0	0	0	0	0	0	1	5646	53	0	30223	95	1515	44
607	Rücksicht	nehmen	0			5	Rücksichten	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	45	15	15	1	1755	103	0	3	0	2	0	0	23	10	5523	404	0	0	1	3174	80	0	0	0	0	0	0	1	2753	104	0	408	6	1097	43
659	Einfluss	nehmen	0			5	Einflüssen	genommen	X	nehmen|nimmst|nehm|nehme|nahmst|nahm|nähmen|nimmt|nähme|nehmt|nahmen	25	3	6	0	866	31	0	3	0	0	0	0	21	2	5170	104	1	0	1	3278	27	1	0	0	0	0	1	0	1001	10	0	821	1	729	24
23	Kopf	nicken	0			251	Köpfe	genickt	X	nickte|nickten|nicken|nickt|nickst|nicke	2464	69	758	4	328	1	0	63	6	6	0	0	807	45	25	34	1	0	0	2	4	2	1	0	0	0	1	1	2	6	0	0	0	34	11
134	Tür	öffnen	0			31	Türen	geöffnet	X	öffneten|öffnest|öffne|öffnete|öffnet|öffnen	288	12	78	1	1640	42	0	128	7	38	2	2	97	6	339	10	2	0	0	51	1	0	0	0	0	0	1	1	232	6	0	3	0	160	8
435	Blümchen	pflücken	0			8	Blümchen	gepflückt	X	pflückte|pflückten|pflücken|pflücke|pflückt	28	2	0	0	6	2	0	7	1	7	1	1	17	2	68	4	2	0	0	9	1	0	0	0	0	0	1	0	10	0	0	0	0	7	2
239	Feder	picken	0			16	Federn	gepickt	X	pickte|picket|pickt|pickten|picke|picken	163	2	22	1	0	0	0	7	1	0	0	0	168	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
620	Moral	predigen	0			5	Moral	gepredigt	X	predigen|predigst|predige|predigten|predigte|predigt	19	3	9	1	10	1	0	2	0	0	0	0	18	3	54	2	0	0	0	37	0	0	0	0	0	0	0	2	13	0	0	973	57	31	5
644	Hass	predigen	0			5	Hass	gepredigt	X	predigen|predigst|predige|predigten|predigte|predigt	28	9	8	0	15	0	0	1	0	1	0	0	15	7	51	5	0	0	0	9	0	0	0	0	0	0	0	1	27	2	0	315	11	15	0
424	Kreis	punzen	0			8	Kreise	gepunzt	X	punze|punzt|punzte|punztest|puntztet|puntzten	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
118	Kunstrad	fahren	0			36	Kunsträder	gefahren	X	radfährt|radfahren	387	2	37	0	0	0	0	136	1	0	0	0	254	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
608	Rätsel	raten	0			5	Rätsel	geraten	X	rät|rätst|raten|rate|riet|rieten	2505	106	995	33	25	1	1	104	6	3	1	0	907	101	100	14	0	0	0	9	1	18	1	1	0	0	0	0	2	0	0	2	1	2	0
94	Tabak	rauchen	0			48	Tabaks	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte	392	3	148	0	12	1	1	44	0	3	0	1	185	3	79	7	0	0	0	19	2	1	0	0	0	0	0	0	59	3	0	2	0	35	4
520	Pfeife	rauchen	0			6	Pfeifen	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte	91	1	42	0	627	55	5	18	0	12	4	0	33	0	174	12	7	0	0	28	0	1	1	1	0	0	0	0	38	1	0	0	0	85	3
539	Haschisch	rauchen	0			6	Haschisch	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte	47	0	18	0	10	0	0	7	0	2	0	0	16	0	70	0	1	0	0	22	1	0	0	0	0	0	0	0	72	0	0	0	0	41	0
43	Kopf	rechnen	0			129	Köpfe	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest	1309	98	265	3	9	0	0	389	7	98	15	0	810	111	19	2	0	1	1	3	0	5	1	0	0	0	1	4	66	1	0	4	5	8	0
113	Bruch	rechnen	0			39	Brüche	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest	337	12	73	0	1	0	0	59	0	2	0	0	259	12	5	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	1	0
169	Prozent	rechnen	0			23	Prozente	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest	257	11	51	1	4	0	0	47	1	2	1	0	205	15	1111	3	0	0	0	253	0	0	0	0	0	0	0	0	533	3	0	0	0	78	0
205	Fach	rechnen	0			19	Fächern	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest	187	0	12	0	0	0	8	11	0	0	0	11	265	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
667	Blitz	rechnen	0			5	Blitzen	gerechnet	X	rechnet|rechne|rechneten|rechnete|rechnen|rechnest	46	0	2	0	0	0	0	3	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	Revier	reinigen	0			7	Reviere	gereinigt	X	reinige|reinigt|reinigten|reinigen|reinigte	51	0	2	0	0	0	0	4	0	0	0	0	68	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
502	Ultraschall	reinigen	0			6	Ultraschall	gereinigt	X	reinige|reinigt|reinigten|reinigen|reinigte	38	18	2	1	0	0	0	7	2	1	0	0	21	23	26	6	3	0	0	9	0	0	0	0	0	0	7	25	39	11	0	1	1	2	0
349	Zeit	reisen	0			10	Zeiten	gereist	X	reist|reiste|reisten|reisen|reise	4489	239	774	32	486	28	15	31	7	5	0	2	4462	268	74	6	6	1	1	27	3	0	0	0	0	0	3	10	4	3	0	17036	263	19	7
18	Western	reiten	0			315	Western	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	2162	113	412	15	4	0	0	745	37	6	9	5	1171	67	54	33	8	0	0	5	6	30	3	0	0	0	12	39	97	67	0	7	7	18	17
19	Pony	reiten	0			274	Ponys	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	2362	22	253	4	76	2	2	268	3	5	0	0	2512	18	162	7	15	0	0	13	1	10	0	0	0	0	0	0	10	0	0	15	0	7	1
42	Dressur	reiten	0			131	Dressuren	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	835	48	101	3	28	1	0	312	14	14	0	1	525	36	179	28	6	0	0	16	4	7	0	0	0	0	1	3	117	19	0	5	1	63	11
81	Distanz	reiten	0			59	Distanzen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	354	6	58	0	2	0	0	112	2	0	0	0	242	5	2	0	2	0	0	0	0	5	0	0	0	0	0	0	2	0	0	494	11	0	0
103	Kamel	reiten	0			45	Kamele	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	341	4	39	0	50	1	1	48	0	3	0	1	335	3	22	1	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	288	3	3	0
116	Gelände	reiten	0			38	Geländen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	239	6	43	0	9	1	0	55	2	204	10	1	210	5	23	3	0	0	0	2	0	3	0	0	0	0	1	2	14	2	0	562	14	4	2
127	Probe	reiten	0			34	Proben	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	326	109	50	6	3	0	0	167	17	8	0	1	152	102	26	10	0	0	6	18	3	0	0	0	0	0	36	93	59	17	0	168	11	4	0
154	Freizeit	reiten	0			26	Freizeiten	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	280	19	32	0	5	1	0	44	1	1	0	0	236	18	32	5	4	0	0	3	0	1	0	0	0	0	4	8	41	11	0	6	1	31	1
159	Esel	reiten	0			25	Esel	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	113	0	11	0	52	0	0	10	0	1	0	0	125	0	24	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	0	17	0	5	0
175	Ring	reiten	0			22	Ringe	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	229	5	69	0	1	0	0	39	1	0	0	0	99	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0
183	Jagd	reiten	0			21	Jagd	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	137	5	41	0	11	1	0	18	0	6	0	0	85	4	1	1	0	0	0	1	0	3	0	0	0	0	0	0	2	1	0	17	0	0	0
221	Turnier	reiten	0			17	Turniere	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	134	6	35	1	25	3	0	44	0	4	0	1	68	5	43	3	0	0	0	1	0	5	0	0	1	0	0	0	12	1	0	1	0	6	1
294	Hof	reiten	0			13	Höfen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	112	0	26	0	18	0	0	0	0	16	0	0	59	0	4	2	0	0	0	2	0	0	0	1	0	1	0	0	6	1	0	459	0	4	0
307	Schritt	reiten	0			12	Schritte	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	86	6	9	1	30	0	0	30	2	65	6	2	53	5	279	44	0	0	0	19	3	1	0	0	0	0	0	1	126	23	0	2	0	33	5
402	Busch	reiten	0			9	Büschen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	91	5	11	3	3	0	0	58	0	1	0	0	13	2	8	2	0	0	0	2	0	1	0	0	0	0	0	0	5	0	0	1	0	3	0
419	Musik	reiten	0			8	Musiken	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	29	0	3	0	5	0	0	3	0	1	0	0	17	0	6	1	1	0	0	2	1	0	0	0	0	0	0	0	6	0	0	0	0	2	1
473	Hindernis	reiten	0			7	Hindernisse	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	8	0	1	0	0	0	0	2	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
509	Sport	reiten	0			6	Sports	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	19	0	3	0	0	0	2	2	0	5	1	0	11	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
545	Gang	reiten	0			6	Gänge	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	46	1	6	0	1	0	0	8	0	0	0	0	39	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
656	Fron	reiten	0			5	Fronen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	Ring	richten	0			12	Ringe	gerichtet	X	richten|richteten|richtet|richtete|richte	35	2	9	0	1	0	0	18	0	0	0	0	16	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	3	0	0	0
209	Wald	roden	0			18	Wäldern	gerodet	X	rodet|rodeten|roden|rode	17	0	1	0	36	1	0	1	0	2	0	0	24	0	31	2	0	0	0	19	0	0	0	0	0	0	0	0	149	2	0	16	0	6	0
618	Panorama	röntgen	0			5	Panoramen	geröntgt	X	röntgt|röntgen	18	1	8	0	0	0	0	1	1	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	Koma	saufen	0			124	Komas	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen	1090	57	149	8	3	1	3	89	11	86	6	1	842	52	20	4	12	0	0	2	0	5	1	0	0	0	1	0	3	1	0	1	0	0	0
432	Frust	saufen	0			8	Frusts	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen	132	33	19	0	1	0	0	13	1	0	1	0	97	42	7	4	1	0	0	0	0	0	0	0	1	0	0	2	4	1	0	0	0	0	0
535	Kampf	saufen	0			6	Kämpfe	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen	38	9	6	0	0	0	0	4	0	0	0	0	33	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
553	Eimer	saufen	0			6	Eimern	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen	34	3	3	1	17	2	0	5	0	3	0	0	26	4	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
564	Bier	saufen	0			6	Biere	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen	39	9	5	0	23	4	0	4	2	7	2	0	38	7	152	30	4	0	0	21	3	1	0	1	0	0	0	0	37	7	0	0	0	26	0
657	Flatrate	saufen	0			5	Flatrate	gesoffen	X	sauft|säuft|saufen|soff|saufe|soffen	43	0	3	0	0	0	1	2	0	1	0	1	35	2	9	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
132	Kartoffel	schälen	0			32	Kartoffeln	geschält	X	schält|schäle|schälen|schälte|schälten	324	10	50	1	79	3	0	164	1	15	0	0	107	8	121	2	1	0	0	3	0	4	2	1	0	0	0	0	15	0	0	0	0	3	0
265	Schnee	schieben	0			14	Schnee	geschoben	X	schöben|schoben|schiebt|schiebst|schob|schiebe|schieben	188	19	31	0	24	0	0	54	3	13	1	1	113	18	149	10	0	0	0	14	0	1	1	3	0	0	0	0	35	5	0	2	0	7	0
408	Wache	schieben	0			8	Wachen	geschoben	X	schöben|schoben|schiebt|schiebst|schob|schiebe|schieben	29	2	7	1	13	1	2	15	0	10	0	0	10	1	317	18	0	0	0	40	2	0	0	0	0	0	0	0	57	2	0	0	0	113	4
5	Bogen	schießen	0			812	Bögen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	6167	60	876	2	56	4	1	1293	6	12	0	0	5136	59	268	5	5	0	0	35	0	47	1	0	0	0	0	0	39	0	0	6	1	38	1
33	Vogel	schießen	0			157	Vögel	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	1435	2	546	2	63	0	0	286	3	0	0	0	289	3	2	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	2	0	6	0
36	Preis	schießen	0			146	Preisen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	774	1	306	1	3	0	0	115	0	0	0	0	264	2	0	0	0	0	0	0	0	37	0	0	0	0	0	0	1	0	0	0	0	1	0
37	Penalty	schießen	0			139	Penaltys	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	1129	4	199	1	12	0	6	407	1	12	0	10	705	3	12	2	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
52	Sport	schießen	0			96	Sports	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	938	19	201	2	0	0	0	283	1	0	0	0	534	13	1	1	2	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0
54	Pokal	schießen	0			92	Pokale	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	592	0	195	0	6	0	0	96	0	0	0	0	263	1	3	0	0	0	0	0	0	27	0	0	0	0	0	0	5	0	0	0	0	1	0
92	Gau	schießen	0			49	Gauen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	163	0	51	0	0	0	0	44	0	0	0	0	26	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
119	Eis	schießen	0			36	Eis	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	63	0	18	0	4	0	0	8	0	2	0	0	41	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	1
135	Probe	schießen	0			31	Proben	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	177	44	48	3	0	0	0	47	6	4	0	0	77	39	13	1	0	0	2	5	2	0	0	0	0	0	5	18	10	4	0	0	1	0	0
139	Meter	schießen	0			30	Metern	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	347	16	0	0	1	0	0	0	0	0	0	0	299	9	103	12	84	0	0	13	2	0	0	0	0	0	0	0	55	5	1	0	0	34	1
165	Ziel	schießen	0			23	Ziele	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	226	7	48	1	43	2	0	54	2	18	1	0	159	7	9	0	0	0	0	2	0	1	0	0	0	0	0	0	10	1	0	0	0	5	0
199	Stock	schießen	0			19	Stöcke	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	146	1	15	0	1	0	0	35	0	0	0	0	116	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
223	Strafstoß	schießen	0			17	Strafstößen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	144	0	45	0	8	0	0	55	0	1	0	0	37	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	Tor	schießen	0			16	Toren	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	79	5	30	1	890	46	0	26	0	328	13	1	29	2	231	8	0	0	0	80	2	1	0	0	0	0	1	1	232	16	1	3	1	191	9
278	Böller	schießen	0			14	Böller	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	179	0	72	0	4	0	0	19	0	0	0	0	71	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0
325	Vorderlader	schießen	0			11	Vorderlader	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	78	0	21	0	2	0	0	39	0	0	0	0	25	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
332	Schluss	schießen	0			11	Schlüsse	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	12	0	0	0	0	0	0	6	0	2	0	0	8	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	3	0	0	0	0	27	4
340	Gewehr	schießen	0			11	Gewehre	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	74	0	10	0	10	0	0	22	0	0	0	0	38	0	8	0	1	0	0	0	0	0	0	1	0	0	5	0	13	0	0	0	0	6	0
348	Adler	schießen	0			11	Adler	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	92	0	40	0	6	0	0	18	0	0	0	0	26	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	3	0
